name	url	our_price	ingredients	lifestage	food_form	special_diet	packaging_type	food_texture	brand	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal
Triumph Grain-Free Chicken & Whitefish Dinner Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/triumph-grain-free-chicken-whitefish/dp/107429	20.53	New: Chicken Broth, Chicken, Poultry Liver, Whitefish, Dried Egg Product, Guar Gum, Salt, Potassium Chloride, Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite,  Potassium Iodide), Choline Chloride, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Carrageenan, Taurine.	adult	wet food	grain-free pea-free	can	pate			9.566649639830288	32.837470159600535	57.595880200569184	0.004526014109347443
AvoDerm Grain-Free Salmon with Tuna Meal Dry Cat Food, 5-lb bag	https://www.chewy.com/avoderm-grain-free-salmon-tuna-meal/dp/170580	22.99	Salmon (Source of Omega 3), Chicken Meal, Peas, Chicken Fat (Preserved with Mixed Tocopherols), Pea Flour, Tuna Meal, Tapioca Flour, Pea Protein, Avocado, Dried Tomato Pomace, Flax Seed, Natural Flavor, Dried Egg Product, Salt, Inulin, Potassium Chloride, Vitamins (Choline Chloride, a -Tocopherol Acetate (Source of Vitamin E), Niacin, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate (Source of Vitamin B1), Menadione Sodium Bisulfite Complex (Source of Vitamin K), Vitamin A Acetate, Pyridoxine Hydrochloride (Source of Vitamin B6), Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Amino Acid Chelate, Zinc Sulfate, Iron Amino Acid Chelate, Copper Sulfate, Sodium Selenite, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Calcium Iodate), Avocado Oil, Taurine, Parsley Flakes, Kelp Meal, DL-Methionine, Yucca Schidigera Extract, Inositol.	adult	dry food	grain-free gluten free no corn no wheat no soy high-protein			breeder's choice		29.03341951946232	31.04787896023523	39.91870152030244	0.0028201919332406116
Dave's Pet Food Naturally Healthy Grain-Free Grilled Tuna & Shrimp Dinner in Gravy Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/daves-pet-food-naturally-healthy/dp/51703	28.99	Tuna, Tuna Broth, Shrimp, Soybean Oil, Natural Flavors, Ground Tapioca, Tricalcium Phosphate, Guar Gum, Calcium Sulfate, Minerals (Ferrous Sulfate Monohydrate, Zinc Oxide, Manganese Sulfate Monohydrate, Copper Glycine Complex, Sodium Selenite, Potassium Iodide), Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Source Of Vitamin B6), Calcium Pantothenate, Riboflavin Supplement (Source Of Vitamin B2), Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (Source Of Vitamin K3)), Magnesium Sulfate, Taurine.	adult	wet food	grain-free gluten free pea-free	can	chunks in gravy			0.0	75.1219512195122	24.878048780487806	0.008816909975669099
HI-TOR Veterinary Select Felo Diet Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hi-tor-veterinary-select-felo-diet/dp/36199	28.09	Meat By-Products, Sufficient Water for Processing, Beef, Chicken, Animal Liver Ocean Fish, Rice Flour, Guar Gum, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Manganous Sulfate, Potassium Iodate, Sodium Selenite), Vitamins (Vitamin E, A, D3, B12 Supplements, Thiamine Mononitrate, Niacin, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Biotin), Choline Chloride, Potassium Chloride, Carrageenan, Salt, Taurine.	adult	wet food		can	pate			7.017817256246452	39.99792218586046	52.98426055789308	
Tender & True Organic Chicken & Liver Recipe Grain-Free Dry Cat Food, 7-lb bag	https://www.chewy.com/tender-true-organic-chicken-liver/dp/142592	32.99	Organic Chicken, Organic Chicken Meal, Organic Tapioca Starch, Organic Pea Flour, Organic Dried Pea, Organic Chickpea, Organic Potato Flour, Organic Flaxseed Meal, Organic Chicken Fat (Preserved With Mixed Tocopherols), Organic Chicken Liver, Organic Chicken Liver Digest Meal, Menhaden Oil (Preserved With Mixed Tocopherols), Choline Chloride, Salt, Natural Mixed Tocopherols, Taurine, Ascorbic Acid, Vitamin E Supplement, Zinc Proteinate, Zinc Sulfate, Manganous Oxide, Manganese Proteinate, Inositol, Ferrous Sulfate, Niacin, Vitamin B12 Supplement, Zinc Oxide, Iron Proteinate, Thiamine Mononitrate, Biotin, Riboflavin Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Sodium Selenite, Copper Sulfate, Vitamin A Supplement, Copper Proteinate, Citric Acid (Preservative), Vitamin D3 Supplement, Folic Acid, Potassium Iodide.	adult	dry food	no corn no wheat no soy grain-free organic					30.97544009845364	28.09139065760608	40.933169243940284	0.0029691
Farmina N&D Prime Chicken & Pomegranate Recipe Neutered Adult Cat Dry Food, 3.3-lb bag	https://www.chewy.com/farmina-nd-prime-chicken-pomegranate/dp/234232	21.95	Boneless Chicken, Dehydrated Chicken, Sweet Potatoes, Chicken Fat, Dried Whole Eggs, Fresh Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Pomegranate, Dried Apple, Dried Spinach, Psyllium Seed Husk, Dried Sweet Orange, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-Carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, Dl-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (A Preservative).	adult	dry food	gmo-free gluten free low glycemic grain-free natural n/a					22.408536585365855	49.08536585365854	28.506097560975608	
Natural Balance Delectable Delights Life's a Beach Pate Wet Cat Food, 2.5-oz, case of 12	https://www.chewy.com/natural-balance-delectable-delights/dp/37623	18.43	Tuna Broth, Tuna, Sardines, Whitefish, Carrots, Pea Protein, Mackerel, Crab, Spinach, Rice Flour, Sunflower Oil, Potassium Chloride, Guar Gum, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrite, Vitamin A Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Folic Acid, Biotin, Vitamin B12 Supplement), Choline Chloride, Taurine, Salt, Minerals (Ferrous Sulfate, Zinc Oxide, Manganese Sulfate, Copper Amino Acid Complex, Potassium Iodide, Sodium Selenite), Zinc Oxide, Thiamine Mononitrate.	adult	wet food	no corn no wheat no soy	tray	stew			27.337950537437305	50.405205483039	22.256843979523712	0.020754504504504504
Royal Canin Veterinary Diet Gastrointestinal Kitten Dry Cat Food, 4.4-lb bag	https://www.chewy.com/royal-canin-veterinary-diet/dp/254695	33.99	Chicken By-Product Meal, Corn, Chicken Fat, Wheat Gluten, Brewers Rice Flour, Natural Flavors, Fish Oil, Egg Product, Dried Plain Beet Pulp, Vegetable Oil, Potassium Chloride, Pea Fiber, Sodium Silico Aluminate, Sodium Pyrophosphate, Calcium Carbonate, Salt, Powdered Psyllium Seed Husk, L-Lysine, Fructooligosaccharides, Choline Chloride, Hydrolyzed Yeast (Source Of Betaglucans), Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Manganese Proteinate, Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Magnesium Oxide, Carotene, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	kitten	dry food	veterinary diet					26.454141422000056	28.081146002509065	45.46471257549087	0.00412137067505444
FirstMate Pacific Ocean Fish Meal with Blueberries Formula Limited Ingredient Diet Grain-Free Dry Cat Food, 10-lb bag	https://www.chewy.com/firstmate-pacific-ocean-fish-meal/dp/116176	38.53	Pacific Ocean Fish Meal, Potato, Chicken Fat (Preserved with Mixed Tocopherols), Whole Blueberries, Minerals: (Zinc Proteinate, Iron Proteinate, Manganese Proteinate, Copper Proteinate, Calcium Iodate, Cobalt Carbonate, Sodium Selenite), Vitamins (Niacin, Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement, Vitamin E Supplement, Vitamin A Supplement, Vitamin D3 Supplement), Choline Chloride, Calcium Propionate (a Preservative), Dl-Methionine, Taurine, Yeast Extract (a Source of Prebiotics), Kale, Glucosamine Hydrochloride.	adult	dry food	gluten free sensitive digestion grain-free limited ingredient diet pea-free flax-free high-protein					16.11054951784538	41.10583073625577	42.783619745898854	0.0022961797297297295
BFF OMG Dream Team! Chicken & Duck in Gravy Wet Canned Cat Food, 2.8-oz can, case of 12	https://www.chewy.com/bff-omg-dream-team-chicken-duck-in/dp/208939	13.63	Chicken, Chicken Broth, Duck, Natural Flavor, Tapioca Starch, Guar Gum, Potassium Chloride, Celery Powder, Choline Chloride, Taurine, Salt, Vitamin E Supplement, Zinc Oxide, Reduced Iron, Thiamine Mononitrate (Vitamin B1), Niacin Supplement (Vitamin B3), Sodium Selenite, Vitamin A Supplement, Manganese Sulfate, Copper Amino Acid Complex, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Folic Acid, Vitamin B12 Supplement, Potassium Iodide, Vitamin D3 Supplement, Biotin Supplement.	adult	wet food		can	chunks in gravy			6.5420560747663545	45.794392523364486	47.66355140186916	0.011027508090614887
CANIDAE Adore Sardine & Mackerel in Broth Canned Cat Food, 2.46-oz, case of 24	https://www.chewy.com/canidae-adore-sardine-mackerel-in/dp/184228	35.76	Water For Processing, Sardine, Mackerel, Fish Broth, Potato Starch, Sunflower Oil, Shrimp, Crab, Guar Gum, Tricalcium Phosphate, Sodium Acid Pyrophosphate, Taurine, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate, Copper Amino Acid Complex, Potassium Iodide), Potassium Chloride, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin Supplement, Folic Acid, Menadione Sodium Bisulfite Complex), Magnesium Sulfate.	adult	wet food	grain-free pea-free	can	bits in broth stew			18.91891891891892	50.45045045045045	30.630630630630627	0.03040816326530612
Meat Mates Beef Dinner Grain-Free Freeze-Dried Cat Food, 14-oz bag	https://www.chewy.com/meat-mates-beef-dinner-grain-free/dp/186418	19.38	Beef, Beef Tripe, Beef Heart, Beef Kidney, Beef Spleen, Beef Liver, Fish Oil, Flaxseed Flakes, Dried Kelp, Dipotassium Phosphate, Salt, Magnesium Oxide, Vitamin E Supplement, Zinc Proteinate, Taurine, Copper Proteinate, Manganese Proteinate, Thiamine Mononitrate, Vitamine D3 Supplement, Folic Acid.	adult	freeze-dried	gluten free grain-free limited ingredient diet high-protein pea-free non-gmo raw					1.1332973556395036	30.97679438747976	67.88990825688074	0.06328163265306122
Nulo FreeStyle Turkey & Duck Recipe Freeze-Dried Raw Cat Food, 8-oz bag	https://www.chewy.com/nulo-freestyle-turkey-duck-recipe/dp/236297	21.04	Turkey, Turkey Necks, Turkey Liver, Duck, Duck Liver, Ground Flaxseed, Spinach, Salmon Oil, Cranberries, Coconut Oil, Inulin, Dried Kelp, Potassium Chloride, Salt, Dried Bacillus coagulans, Fermentation Product, Taurine, Zinc Proteinate, Iron Proteinate, Vitamin E Supplement, Thiamine Mononitrate, Pyriodoxine Hydrochloride, Vitamin A Supplement, Copper Proteinate, Manganese Proteinate, Mixed Tocopherols (as preservative), Vitamin D3 Supplement.	adult	freeze-dried	grain-free high-protein low glycemic no corn no wheat no soy raw					8.341608738828203	29.19563058589871	62.46276067527309	0.08953191489361702
Triumph Chicken Formula Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/triumph-chicken-formula-canned-cat/dp/107390	19.46	Chicken, Water Sufficient for Processing, Pork Liver, Ocean Fish, Ground Rice, Dried Egg Product, Guar Gum, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Panthothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganous Sulfate, Sodium Selenite) Choline Chloride, Carrageenan.	adult	wet food		can	pate			8.375150488488279	37.289182940731514	54.335666570780205	0.00819023569023569
Caru Classic Chicken Stew Grain-Free Wet Cat Food, 6-oz, case of 12	https://www.chewy.com/caru-classic-chicken-stew-grain-free/dp/171990	24.21	Chicken, Chicken Broth, Tapioca Starch, Egg Whites, Apples, Carrots, Sweet Potato, Natural Flavor, Tricalcium Phosphate, Choline Chloride, Calcium Carbonate, Taurine, Dandelion Greens, Potassium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Magnesium Amino Acid Chelate, Iodine Amino Acid Chelate, Sodium Selenite).	adult	wet food	grain-free gluten free human-grade limited ingredient diet no corn no wheat no soy pea-free non-gmo natural	pouch	stew			18.485583400700627	47.15710051199138	34.35731608730801	0.013186274509803923
Solid Gold Purrfect Pairings Savory Mousse with Chicken & Goat Milk Grain-Free Cat Food Cups, 2.75-oz, case of 6	https://www.chewy.com/solid-gold-purrfect-pairings-savory/dp/126933	8.94	Water Sufficient for Processing, Chicken, Tuna, Potato, Pea Protein, Goat Milk, Chicken Fat, Modified Tapioca Starch, Salt, Tricalcium Phosphate, Guar Gum, Potassium Chloride, Magnesium Sulfate, Choline Chloride, Sodium Bicarbonate, Iron Glycine Complex, Zinc Glycine Complex, Taurine, Vitamin E Supplement, Manganese Glycine Complex, Niacin Supplement, Copper Glycine Complex, Thiamine Mononitrate, Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Vitamin K3).	adult	wet food	no corn no wheat no soy gluten free grain-free	tray	pate			17.766497461928935	39.08629441624365	43.14720812182741	0.017325581395348837
Evanger's Super Premium Rabbit & Quail Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/evangers-super-premium-rabbit-quail/dp/121523	50.15	Rabbit, Quail, Water Sufficient for Processing, Liver, Whole Egg, Tomato Paste, Carrots, Blueberries, Cranberries, Flaxseed, Guar Gum, Dried Kelp, Rosemary Extract, Thyme, Ginger, Taurine, Yucca Schidigera Extract, Vitamins {Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate (Source of Vitamin B1), Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Riboflavin Supplement (Source of Vitamin B2), Folic Acid, Vitamin B12 Supplement, Biotin, Vitamin D2 Supplement}, Minerals {Zinc Proteinate, Ferrous Sulfate, Copper Proteinate, Manganese Proteinate, Potassium Iodide, Sodium Selenite}.	adult	wet food	high-protein grain-free gluten free no corn no wheat no soy pea-free	can	pate			11.29032258064516	33.87096774193548	54.83870967741935	0.01421485260770975
Merrick Purrfect Bistro Bon Appetits Grain-Free Chicken Recipe Morsels in Gravy Adult Cat Food Pouches, 3-oz, case of 24	https://www.chewy.com/merrick-purrfect-bistro-bon-appetits/dp/203339	30.02	Deboned Chicken, Chicken Broth, Turkey Broth, Chicken Liver, Peas, Dried Egg Whites, Carrots, Cranberries, Potato Starch, Spinach, Natural Flavor, Guar Gum, Dried Egg Product, Sodium Phosphate, Salt, Sodium Carbonate, Inulin, Rosemary, Sage, Thyme.	adult	wet food	grain-free no corn no wheat no soy	pouch	chunks in gravy			29.505813953488364	45.78488372093024	24.7093023255814	0.016244588744588746
Solid Gold Holistic Delights Creamy Bisque with Salmon & Coconut Milk Grain-Free Cat Food Pouches, 3-oz, case of 12	https://www.chewy.com/solid-gold-holistic-delights-creamy/dp/126919	14.28	Water Sufficient for Processing, Salmon, Tuna, Pea Protein, Coconut Milk, Carrot, Sweet Potato, Dried Egg, Tricalcium Phosphate, Salt, Xanthan Gum, Magnesium Sulfate, Potassium Chloride, Tapioca Starch, Taurine, Zinc Glycine Complex, Choline Chloride, Ferronyl Iron, Vitamin E Supplement, Niacin Supplement, Manganese Glycine Complex, Selenium Proteinate, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Copper Glycine Complex, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source of Vitamin K).	adult	wet food	gluten free grain-free no corn no wheat no soy	pouch	bits in broth			0.0	50.72463768115942	49.275362318840585	0.013522727272727271
Hill's Science Diet Adult 7+ Tender Tuna Recipe Cat Food, 2.8-oz pouch, case of 24	https://www.chewy.com/hills-science-diet-adult-7-tender/dp/244622	34.32	Water, Tuna, Chicken, Pork Liver, Dextrose, Wheat Flour, Modified Rice Starch, Oat Fiber, Wheat Gluten, Pork Plasma, Soybean Oil, Glycine, Calcium Carbonate, Natural Flavor, Fish Oil, Guar Gum, Potassium Chloride, Calcium Pantothenate, Choline Chloride, Cysteine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Biotin, Vitamin D3 Supplement, Folic Acid), minerals (Calcium Chloride, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate), Dicalcium Phosphate, Taurine, Iodized Salt, DL-Methionine, L-Carnitine, Caramel color, Beta-Carotene.	senior	wet food		pouch	chunks in gravy			31.968503937007863	38.58267716535433	29.448818897637803	0.01986111111111111
Evanger's Grain-Free Quail Canned Dog & Cat Food, 12.8-oz, case of 12	https://www.chewy.com/evangers-grain-free-quail-canned-dog/dp/137069	44.55	Quail, Water Sufficient for Processing, Liver, Guar Gum .	adult	wet food	no corn no wheat no soy gluten free limited ingredient diet grain-free pea-free non-gmo	can	pate			19.896640826873384	36.17571059431525	43.927648578811365	
Hound & Gatos 98% Duck & Liver Formula Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hound-gatos-98-duck-liver-formula/dp/165338	59.63	Duck, Duck Broth, Duck Liver, Agar-Agar, Potassium Chloride, Choline Chloride, Salmon Oil, Salt, Taurine, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid.		wet food	no corn no wheat no soy gluten free grain-free pea-free high-protein limited ingredient diet natural	can	pate			0.0	31.390134529147986	68.60986547085201	0.012239326765188834
Royal Canin Feline Health Nutrition Indoor 7+ Morsels In Gravy Wet Cat Food, 3-oz can, case of 24	https://www.chewy.com/royal-canin-feline-health-nutrition/dp/260518	34.34	Water Sufficient For Processing, Pork By-Products, Chicken By-Products, Pork Liver, Chicken, Wheat Flour, Wheat Gluten, Powdered Cellulose, Pork Digest, Brewers Rice Flour, Pork Plasma, Natural Flavors, Modified Corn Starch, Fish Oil, Guar Gum, Sodium Silico Aluminate, Calcium Sulfate, Taurine, Potassium Chloride, Sodium Tripolyphosphate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Carrageenan, Choline Chloride, Glucosamine Hydrochloride, Sodium Carbonate, L-Carnitine, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Oxide, Zinc Proteinate, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Chondroitin Sulfate.	senior	wet food		can	chunks in gravy			28.15158546017016	48.182521268368134	23.665893271461716	
Rachael Ray Nutrish PEAK Natural Grain-Free Wetlands Recipe with Real Chicken & Duck in Hearty Gravy Wet Cat Food, 2-oz, case of 24	https://www.chewy.com/rachael-ray-nutrish-peak-natural/dp/170601	23.52	Chicken, Chicken Broth, Water, Palm Oil, Duck, Powdered Cellulose, Tricalcium Phosphate, Sodium Caseinate, Salt, Potassium Chloride, Guar Gum, Xantham Gum, Choline Chloride, Magnesium Sulfate, Calcium Carbonate, Fructooligosaccharide, Taurine, Carrageenan, Cassia Gum, Paprika Extract, Zinc Proteinate, Iron Proteinate, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Vitamin E Supplement, Thiamine Mononitrate, Niacin, Manganese Proteinate, Vitamin A Supplement, Copper Proteinate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrocholoride, Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity).	adult	wet food	grain-free gluten free high-protein pea-free	tray	shredded			9.572983533351948	42.980742394641354	47.44627407200669	0.06999999999999999
Castor & Pollux PRISTINE Grain-Free Free-Range Turkey Recipe Morsels in Gravy Cat Food Pouches, 3-oz, case of 24	https://www.chewy.com/castor-pollux-pristine-grain-free/dp/168061	36.48	Organic Turkey, Chicken Broth, Water Sufficient For Processing, Organic Chicken Liver, Chicken, Dried Egg Whites, Organic Dried Peas, Organic Carrots, Organic Cranberries, Organic Apples, Natural Flavor, Guar Gum, Tricalcium Phosphate, Salt, Potassium Chloride, Taurine, Salmon Oil (Preserved With Mixed Tocopherols), Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Sodium Carbonate, Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Rosemary Extract.	adult	wet food	no corn no wheat no soy grain-free gluten free natural	pouch	chunks in gravy			12.375096079938498	48.42428900845505	39.200614911606465	0.019487179487179485
Merrick Purrfect Bistro Complete Care Grain-Free Hairball Control Chicken & Sweet Potato Recipe Dry Cat Food, 12-lb bag	https://www.chewy.com/merrick-purrfect-bistro-complete-care/dp/203267	36.99	Deboned Chicken, Chicken Meal, Turkey Meal, Sweet Potatoes, Potatoes, Peas, Pea Protein, Dried Egg Product, Ground Miscanthus Grass, Chicken Fat (preserved with mixed tocopherols),  Pea Fiber, Potato Protein, Natural Flavor, Tapioca, Ground Flaxseed, Phosphoric Acid, Dried Whey Protein Concentrate, Inulin (from chicory root),  Salmon Oil, Choline Chloride, Salt, Organic Dehydrated Alfalfa Meal, Taurine, Minerals (Iron Amino Acid Complex, Zinc Amino Acid Complex, Zinc Sulfate, Sodium Selenite, Manganese Amino Acid Complex, Copper Amino Acid Complex, Copper Sulfate, Potassium Iodide, Cobalt Proteinate,  Cobalt Carbonate), Yucca Schidigera Extract, Vitamins(Vitamin E Supplement, Vitamin B12 Supplement, d-Calcium Pantothenate, Vitamin A Acetate, Thiamine Mononitrate, Niacin, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Dried Bacillus coagulans Fermentation Product, Dried Lactobacillus plantarum Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product.	adult	dry food	grain-free no corn no wheat no soy					34.13173652694611	31.936127744510973	33.93213572854291	0.002014496887966805
Primal Venison Nuggets Grain-Free Raw Freeze-Dried Cat Food, 14-oz bag	https://www.chewy.com/primal-venison-nuggets-grain-free-raw/dp/121543	40.99	Venison, Venison Hearts, Ground Venison Bones, Venison Livers, Organic Pumpkin Seeds, Organic Sunflower Seeds, Organic Cranberries, Organic Blueberries, Organic Kale, Organic Celery, Organic Squash, Organic Cilantro, Organic Ginger, Organic Quinoa, Organic Apple Cider Vinegar, Fish Oil, Montmorillonite Clay, Organic Rosemary Extract, Taurine, Organic Coconut Oil, Cod Liver Oil, Vitamin E Supplement, Organic Ground Alfalfa, Dried Organic Kelp, Zinc Sulfate.	adult	freeze-dried	gluten free grain-free no corn no wheat no soy raw pea-free natural					11.016949152542372	45.76271186440678	43.22033898305085	0.023422857142857145
Weruva Classic Cat Stewlander Duck & Salmon in Gravy Stew Canned Cat Food, 5.5-oz can, case of 8	https://www.chewy.com/weruva-classic-cat-stewlander-duck/dp/204879	15.99	Duck Broth, Duck, Salmon, Natural Flavor, Tapioca Starch, Guar Gum, Potassium Chloride, Choline Chloride, Celery Powder, Taurine, Vitamin E Supplement, Zinc Oxide, Salt, Reduced Iron, Niacin Supplement (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Manganese Sulfate, Pyridoxine Hydrochloride (Vitamin B6), Copper Amino Acid Complex, Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Biotin, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source Of Vitamin K).	adult	wet food	grain-free gluten free no corn no wheat no soy natural pea-free chicken-free n/a	can	stew			0.0	41.88034188034188	58.119658119658126	0.024375
