name,url,our_price,list_price,calories,ingredients,attr_dict,ga_dict
"Royal Canin Veterinary Diet Urinary SO Loaf In Sauce Canned Cat Food, 5.8-oz, case of 24",https://www.chewy.com/royal-canin-veterinary-diet-urinary/dp/35160,56.88,,"820 kcal/kg, 135 kcal/5.8 oz can","Water Sufficient For Processing, Pork By-Products, Pork Liver, Chicken By-Products, Chicken Liver, Chicken, Pork Plasma, Powdered Cellulose, Wheat Flour, Natural Flavors, Wheat Gluten, Calcium Sulfate, Salt, Fish Oil, Carob Bean Gum, Carrageenan, Potassium Chloride, Sodium Tripolyphosphate, Xanthan Gum, Taurine, Sodium Bisulfate, Dl-Methionine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Thiamine Mononitrate (Vitamin B1), Biotin, Niacin Supplement, D-Calcium Pantothenate, Folic Acid, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement], Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Oxide, Zinc Proteinate, Ferrous Sulfate, Calcium Iodate, Copper Sulfate, Manganous Oxide, Sodium Selenite].","{'Item Number': '49990', 'Weight': '8.7\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Royal Canin', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Pea-Free, Veterinary Diet'}","{'Crude Protein': '10.5% min', 'Crude Fat': '2.5% min', 'Crude Fiber': '2.0% max', 'Moisture': '81.0% max'}"
"Royal Canin Veterinary Diet Urinary SO Dry Cat Food, 17.6-lb bag",https://www.chewy.com/royal-canin-veterinary-diet-urinary/dp/35158,77.99,,"3659 kcal/kg, 315 kcal/cup","Chicken By-Product Meal, Brewers Rice, Corn, Corn Gluten Meal, Chicken Fat, Wheat Gluten, Natural Flavors, Wheat, Salt, Powdered Cellulose, Fish Oil, Potassium Chloride, Sodium Bisulfate, Calcium Sulfate, Sodium Pyrophosphate, Vegetable Oil, Fructooligosaccharides, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Dl-Methionine, Taurine, Monocalcium Phosphate, Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.","{'Item Number': '49988', 'Weight': '17.6\xa0pounds', 'Brand': 'Royal Canin', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Pea-Free, Veterinary Diet'}","{'Crude Protein': '32.5% min', 'Crude Fat': '13.0% min', 'Crude Fiber': '4.0% max', 'Moisture': '8.0% max', 'Calcium': '1.26% max', 'Phosphorus': '1.26% max', 'Magnesium': '0.1% max'}"
"Cat Chow Sensitive Stomach Gentle Dry Cat Food, 13-lb bag",https://www.chewy.com/cat-chow-sensitive-stomach-gentle-dry/dp/127657,13.98,15.99,"3655 kcal/kg, 408 kcal/cup","Turkey By-Product Meal, Corn Gluten Meal, Ground Yellow Corn, Soy Flour, Rice, Beef Fat Preserved With Mixed-Tocopherols, Chicken By-Product Meal, Ground Whole Wheat, Turkey, Liver Flavor, Powdered Cellulose, Soybean Hulls, Inulin, Phosphoric Acid, Natural Flavor, Salt, Calcium Carbonate, Choline Chloride, Potassium Chloride, Taurine, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite]. D450418.","{'Item Number': '100118', 'Weight': '13.0\xa0pounds', 'Brand': 'Purina, Kitten Chow', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Sensitive Digestion, Pea-Free'}","{'Crude Protein': '34.0% min', 'Crude Fat': '11.0% min', 'Crude Fiber': '5.0% max', 'Moisture': '12.0% max', 'Linoleic Acid': '1.2% min', 'Arachidonic Acid': '0.02% min'}"
"Fancy Feast Classic Turkey & Giblets Feast Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-classic-turkey-giblets/dp/103915,15.34,16.80,"1124 kcal/kg, 96 kcal/can","Turkey, Liver, Meat By-Products, Turkey Broth, Poultry Giblets, Artificial and Natural Flavors, Guar Gum, Tricalcium Phosphate, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Salt, Taurine, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement].","{'Item Number': '76038', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Pea-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '3.0% min', 'Taurine': '0.05% min'}"
"Friskies Classic Pate Turkey & Giblets Dinner Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/friskies-classic-pate-turkey-giblets/dp/104078,13.20,13.92,"1131 kcal/kg, 416 kcal/13 oz can","Meat By-Products, Water Sufficient for Processing, Turkey, Poultry By-Products, Fish, Poultry Giblets, Rice, Artificial and Natural Flavors, Salt, Guar Gum, Calcium Phosphate, Added Color, Potassium Chloride, Carrageenan, Magnesium Sulfate, Taurine, Choline Chloride, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B12 Supplement, Biotin, Folic Acid, Vitamin D3 Supplement, Potassium Iodide.","{'Item Number': '76202', 'Weight': '9.4\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '10.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
"Hill's Prescription Diet c/d Multicare Urinary Care Vegetable, Tuna & Rice Stew Canned Cat Food, 2.9-oz, case of 24",https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/108319,39.99,,67 kcal/2.9 oz can,"Water, Pork Liver, Carrots, Chicken, Tuna, Wheat Gluten, Rice, Spinach, Corn Starch, Chicken Liver Flavor, Fish Oil, Chicken Fat, Potassium Alginate, Soybean Oil, Titanium Dioxide color, Calcium Chloride, Dicalcium Phosphate, Guar Gum, Calcium Sulfate, Taurine, Choline Chloride, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex, Potassium Citrate, Sodium Tripolyphosphate, Iodized Salt, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene, Calcium Carbonate.","{'Item Number': '80489', 'Weight': '4.35\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Brand': ""Hill's"", 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Pea-Free, Veterinary Diet'}","{'Crude Protein': '6.5% min', 'Crude Fat': '3.0% min', 'Crude Fiber': '2.0% max'}"
"Kitten Chow Nurture Dry Cat Food, 14-lb bag",https://www.chewy.com/kitten-chow-nurture-dry-cat-food/dp/127713,13.98,14.49,"3653 kcal/kg, 408 kcal/cup","Chicken By-product Meal, Corn Gluten Meal, Rice, Soy Flour, Beef Fat Preserved With Mixed-tocopherols, Ground Whole Wheat, Chicken, Fish Meal, Liver Flavor, Dried Yeast, Calcium Carbonate, Phosphoric Acid, Salt, Choline Chloride, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Taurine, Potassium Chloride. J453018.","{'Item Number': '100176', 'Weight': '14.0\xa0pounds', 'Brand': 'Purina', 'Lifestage': 'Kitten', 'Food Form': 'Dry Food', 'Special Diet': 'High-Protein, Pea-Free'}","{'Crude Protein': '40.0% min', 'Crude Fat': '12.5% min', 'Crude Fiber': '2.5% max', 'Moisture': '12.0% max', 'Docosahexaenoic Acid (DHA)': '0.02% min', 'Calcium (Ca)': '1.1% min', 'Phosphorous': '1.0% min', 'Selenium (Se)': '0.3 mg/kg min', 'Vitamin E': '150 IU/kg min', 'Taurine': '0.12% min'}"
"Hill's Prescription Diet c/d Multicare Urinary Care with Ocean Fish Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/54775,54.99,,169 kcal/5.5 oz can,"Pork By-Products, Water, Pork Liver, Ocean Fish, Brewers Rice, Chicken Fat, Corn Starch, Corn Gluten Meal, Chicken Liver Flavor, Powdered Cellulose, Guar Gum, Fish Oil, Soybean Oil, Choline Chloride, Calcium Carbonate, Calcium Sulfate, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Folic Acid, Vitamin D3 Supplement), Brewers Dried Yeast, Taurine, DL-Methionine, Potassium Chloride, Potassium Citrate, Iodized Salt, minerals (Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Calcium Iodate), Beta-Carotene.","{'Item Number': '69857', 'Weight': '8.25\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': ""Hill's"", 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Pea-Free, Veterinary Diet'}","{'Crude Protein': '8.5% min', 'Crude Fat': '3.0% min', 'Crude Fiber': '1.0% max'}"
"Fancy Feast Flaked Fish & Shrimp Feast Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-flaked-fish-shrimp-feast/dp/103932,15.36,16.80,"1027 kcal/kg, 87 kcal/can","Ocean Fish, Fish Broth, Shrimp, Vegetable Oil, Tricalcium Phosphate, Guar Gum, Choline Chloride, Vitamins [Vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B-12 Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Folic Acid, Vitamin D-3 Supplement], Minerals [Ferric Pyrophosphate, Zinc Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Sodium Nitrite (To Promote Color Retention). C-6901.","{'Item Number': '76055', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Flaked', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '17.5% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
"Purina Pro Plan Focus Adult Urinary Tract Health Formula Chicken Entree in Gravy Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/purina-pro-plan-focus-adult-urinary/dp/52846,23.28,,"886 kcal/kg, 25.1 kcal/oz","Water, Meat By-Products, Chicken, Wheat Gluten, Corn Starch-modified, Artificial And Natural Flavors, Soy Flour, Potassium Chloride, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Taurine, Tricalcium Phosphate, Salt, Added Color, Choline Chloride, Vitamins [Thiamine Mononitrate, Vitamin E Supplement, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement]. E466418.","{'Item Number': '67913', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '12.0% min', 'Crude Fat': '3.5% min', 'Crude Fiber': '0.2% max', 'Moisture': '78.0% max', 'Ash': '1.5% max', 'Potassium': '0.2% min', 'Magnesium': '0.022% max', 'Taurine': '0.05% min'}"
"Rachael Ray Nutrish Natural Chicken & Brown Rice Recipe Dry Cat Food, 14-lb bag",https://www.chewy.com/rachael-ray-nutrish-natural-chicken/dp/105836,19.97,19.99,"3635 kcal/kg, 386 kcal/cup","Chicken, Chicken Meal, Corn Gluten Meal, Brown Rice, Brewer's Rice, Dried Peas, Poultry Fat (Preserved with Mixed Tocopherols), Whole Flaxseed, Fish Meal, Dried Plain Beet Pulp, Natural Flavor, Caramel (Color), Salt, Potassium Chloride, Dicalsium Phosphate, Choline Chloride, Taurine, Dried Carrots, Vitamin E Supplement, Zinc Sulfate, Calcium Carbonate, L-Tryptophan, Ferrous Sulfate, Niacin, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Manganese Sulfate, Copper Sulfate, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Biotin, Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin B12 Supplement, Folic Acid, Potassium Iodide, Vitamin D3 Supplement.","{'Item Number': '77993', 'Weight': '14.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'N/A'}","{'Crude Protein': '34.0% min', 'Crude Fat': '14.0% min', 'Crude Fiber': '4.0% max', 'Moisture': '9.0% max', 'Linoleic Acid (Omega-6 Fatty Acid)': '2.0% min', 'Calcium': '1.0% min', 'Phosphorus': '0.8% min', 'Zinc': '100 mg/kg min', 'Vitamin E': '225 IU/kg min', 'Niacin': '150 mg/kg min', 'Biotin': '0.24 mg/kg min', 'Taurine': '0.15% min', 'Alpha-Linolenic Acid (Omega-3 Fatty Acid)': '0.15% min'}"
"Fancy Feast Classic Ocean Whitefish & Tuna Feast Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-classic-ocean-whitefish/dp/103922,15.36,16.80,"997 kcal/kg, 85 kcal/can","Ocean Whitefish, Liver, Fish, Meat By-Products, Fish Broth, Tuna, Artificial And Natural Flavors, added Color, Guar Gum, Tricalcium Phosphate, MINERALS [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Salt, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement].","{'Item Number': '76045', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Pea-Free'}","{'Crude Protein': '12.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '3.7% max', 'Taurine': '0.05% min'}"
"Friskies Indoor Delights Dry Cat Food, 16-lb bag",https://www.chewy.com/friskies-indoor-delights-dry-cat-food/dp/104282,10.02,11.99,"3368 kcal/kg, 364 kcal/cup","Ground Yellow Corn, Corn Gluten Meal, Chicken By-Product Meal, Soybean Meal, Beef Tallow Preserved With Mixed-Tocopherols, Powdered Cellulose, Soybean Hulls, Liver Flavor, Meat And Bone Meal, Calcium Carbonate, Phosphoric Acid, Salmon Meal, Salt, Natural Flavor, Choline Chloride, Dried Cheese Powder, Parsley Flakes, Potassium Chloride, Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Vitamin E Supplement, Yellow 6, L-Tryptophan, Yellow 5, Red 40, Blue 2. H600218.","{'Item Number': '76407', 'Weight': '16.25\xa0pounds', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Indoor, Pea-Free'}","{'Crude Protein': '30.0% min', 'Crude Fat': '9.0% min', 'Crude Fiber': '5.0% max', 'Moisture': '12.0% max', 'Linoleic Acid': '1.5% min', 'Arachidonic Acid': '0.03% min', 'Calcium': '1.0% min', 'Phosphorus': '0.8% min', 'Zinc': '125 mg/kg min', 'Selenium': '0.3 mg/kg min', 'Vitamin A': '10,000 IU/kg min', 'Vitamin E': '100 IU/kg min', 'Taurine': '0.12% min'}"
"Fancy Feast Grilled Tuna Feast in Gravy Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-grilled-tuna-feast-in/dp/103968,13.20,16.80,"822 kcal/kg, 70 kcal/can","Fish Broth, Tuna, Wheat Gluten, Liver, Chicken, Meat By-Products, Corn Starch-Modified, Artificial and Natural Flavors, Corn Oil, Tricalcium Phosphate, Salt, Soy Protein Concentrate, Added Color, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Taurine, Choline Chloride, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Red 3. D-6929.","{'Item Number': '76091', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Grilled', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '11.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '80.0% max', 'Ash': '2.7% max', 'Taurine': '0.05% min'}"
"Hill's Prescription Diet c/d Multicare Urinary Care Stress Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",https://www.chewy.com/hills-prescription-diet-cd-multicare/dp/108317,40.99,,69 kcal/2.9 oz can,"Water, Pork Liver, Chicken, Carrots, Wheat Gluten, Rice, Corn Starch, Spinach, Chicken Liver Flavor, Chicken Fat, Potassium Alginate, Fish Oil, Soybean Oil, Calcium Chloride, Dicalcium Phosphate, Guar Gum, Calcium Sulfate, Taurine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Potassium Citrate, Iodized Salt, Choline Chloride, Sodium Tripolyphosphate, Dried Hydrolyzed Casein, L-Tryptophan, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene, Calcium Carbonate.","{'Item Number': '80487', 'Weight': '4.35\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Brand': ""Hill's"", 'Food Form': 'Wet Food', 'Special Diet': 'Pea-Free, Veterinary Diet'}","{'Crude Protein': '6.0% min', 'Crude Fat': '2.5% min', 'Crude Fiber': '1.0% max'}"
"Fancy Feast Chunky Chicken Feast Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-chunky-chicken-feast/dp/103942,15.36,16.80,"1117 kcal/kg, 95 kcal/can","Chicken Broth, Chicken, Meat By-Products, Liver, Fish, Turkey, Wheat Gluten, Artificial And Natural Flavors, Soy Flour, Soy Protein Concentrate, Tricalcium Phosphate, Sodium Tripolyphosphate, Guar Gum, Added Color, Minerals [Potassium Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Salt, Taurine, Carrageenan, Locust Bean Gum, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Choline Chloride. D-6650.","{'Item Number': '76065', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Pea-Free'}","{'Crude Protein': '11.0% min', 'Crude Fat': '4.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '3.5% max', 'Taurine': '0.05% min'}"
"Royal Canin Veterinary Diet Urinary SO Moderate Calorie Morsels in Gravy Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/royal-canin-veterinary-diet-urinary/dp/43626,42.99,,"658 kcal/kg, 56 kcal/3 oz can","Water Sufficient For Processing, Pork By-Products, Chicken By-Products, Pork Liver, Chicken Liver, Salmon, Pork Plasma, Chicken, Wheat Gluten, Powdered Cellulose, Modified Corn Starch, Natural Flavors, Salt, Calcium Sulfate, Potassium Chloride, Guar Gum, Fish Oil, Sodium Tripolyphosphate, Taurine, Dl-Methionine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Folic Acid, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement], Choline Chloride, L-Carnitine, Marigold Extract (Tagetes Erecta L.), Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite].","{'Item Number': '58620', 'Weight': '4.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Royal Canin', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Weight Control, Pea-Free, Veterinary Diet'}","{'Crude Protein': '8.0% min', 'Crude Fat': '1.5% min', 'Crude Fiber': '2.3% max', 'Moisture': '84.5% max'}"
"Friskies Classic Pate Liver & Chicken Dinner Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/friskies-classic-pate-liver-chicken/dp/104060,14.87,,"1112 kcal/kg, 173 kcal/can","Water Sufficient for Processing, Poultry By-Products, Meat By-Products, Liver, Fish, Chicken, Rice, Artificial and Natural Flavors, Salt, Guar Gum, Added Color, Potassium Chloride, Calcium Phosphate, Choline Chloride, Carrageenan, Magnesium Sulfate, Taurine, Thiamine Mononitrate, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Sodium Nitrite (To Promote Color Retention), Copper Sulfate, Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.","{'Item Number': '76184', 'Weight': '9.4\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '10.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
"Fancy Feast Gravy Lovers Salmon Feast in Seared Salmon Flavor Gravy Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/fancy-feast-gravy-lovers-salmon-feast/dp/103848,12.48,16.80,21.91 kcal/can,"Fish Broth, Salmon, Liver, Wheat Gluten, Meat By-Products, Corn Starch-Modified, Chicken, Artificial and Natural Flavors, Soy Flour, Added Color (Red 3 and Other Color), Salt, Calcium Phosphate, Potassium Chloride, Natural Seared Salmon Flavor, Taurine, Magnesium Sulfate, Choline Chloride, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.","{'Item Number': '75970', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '9.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '82.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
