name	url	our_price	list_price	ingredients	%_protein_min	%_fat_min	%_fiber_max	%_moisture_max	item_number	weight	lifestage	food_form	special_diet	packaging_type	food_texture	brand	breed_size	dimensions	small_pet_type	%_misc_components	kcal_per_kg	kcal_per_lb	kcal_per_oz	kcal_per_cup	kcal_per_item	item_volume_for_kcal	total_mass_lb	item_oz	item_count	moisture_warning	conversion_warning
Potato Starch, Natural Flavor, Guar Gum, Sodium Phosphate, Calcium
Carbonate, Potassium Chloride, Taurine, Salt, Choline Chloride, Iron Amino
Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine
Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino
Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium
Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6),
Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin
B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement,
Folic Acid (Vitamin B9)."	9.0	4.5	1.5	82.0	51765.0		adult	wet food	high-protein grain-free no corn no wheat no soy pea-free	can	chunks in gravy	blue wilderness				0.1	957.0				81.0			3.0	24.0		
Fancy Feast Gourmet Naturals Beef Recipe Pate Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/fancy-feast-gourmet-naturals-beef/dp/182306	10.2	11.4	Beef, Meat Broth, Liver, Chicken, Fish, Natural Flavors, Minerals [Potassium Chloride, Mono And Dicalcium Phosphate, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Guar Gum, Taurine, Salt, Choline Chloride, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement].A650718	9.0	5.0	1.5	78.0	155545.0	2.66	adult	wet food		can	pate	purina				3.55	1165.0				99.0			3.0	12.0		
Rachael Ray Nutrish Chicken Purrcata Natural Grain-Free Wet Cat Food, 2.8-oz, case of 24	https://www.chewy.com/rachael-ray-nutrish-chicken-purrcata/dp/105822	22.56	28.56	Chicken, Water, Vegetable Oil, Powdered Cellulose, Tricalcium Phosphate, Salt, Potassium Chloride, Guar Gum, Xanthan Gum, Choline Chloride, Magnesium Sulfate, Calcium Carbonate, Carrageenan, Cassia Gum, Fructooligosaccharide, Taurine, Paprika Powder, Zinc Proteinate, Iron Proteinate, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Vitamin E Supplement, Thiamine Mononitrate, Niacin, Manganese Proteinate, Vitamin A Supplement, Copper Proteinate, Calcium Iodate, Pantothenic Acid, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity).	9.0	3.0	3.5	79.0	77979.0		adult	wet food	grain-free no corn no wheat no soy pea-free	tray	shredded					0.05	1117.0			89.0				2.8	24.0		
Fancy Feast Medleys Tastemakers Tuna & Shrimp Recipe Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-medleys-tastemakers-tuna/dp/103797	16.08	22.8	Fish Broth, Tuna, Wheat gluten, Chicken, Liver, Wild rice, Meat By-Products, Corn Starch-Modified, Shrimp, Artificial and Natural Flavors, Corn oil, Tricalcium Phosphate, Salt, Added Color, Soy Protein Concentrate, Potassium Chloride, Choline Chloride, Taurine, Magnesium Sulfate, Thiamine Mononitrate, Red 3, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Copper Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Manganese Sulfate, pyridoxine hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. C-6750.	10.0	2.0	1.5	82.0	75919.0	5.3	adult	wet food		can	chunks in gravy	purina				3.05	771.0				66.0			3.0	24.0		
Wellness Natural Grain-Free Gravies Salmon Entree Canned Cat Food, 3.3-oz, case of 12	https://www.chewy.com/wellness-natural-gravies-salmon/dp/146061	15.96		Salmon Broth, Turkey, Salmon, Turkey Liver, Dried Egg Whites, Dried Ground Peas, Natural Flavor, Carrots, Guar Gum, Sodium Phosphate, Ground Flaxseed, Salt, Potassium Chloride, Calcium Carbonate, Taurine, Choline Chloride, Cranberries, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid).	8.0	3.0	1.0	82.0	118862.0		adult	wet food	grain-free	can	chunks in gravy	wellpet				0.1	806.0				26.0			3.3	12.0		
Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée Canned Cat Food, 2.9-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-sensitive/dp/136590	34.32	35.49	Chicken Broth, Chicken, Turkey, Carrots, Green Peas, Egg Whites, Potato Starch, Chicken Fat, Spinach, Chicken Liver Flavor, Choline Chloride, L-Lysine, Fish Oil, Calcium Chloride, Disodium Phosphate, Cranberries, Potassium Chloride, Taurine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), DL-Methionine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.	6.3	4.0	1.5	78.0	109206.0		adult	wet food	sensitive digestion	can	pate	hill's science diet				0.0					87.0			2.9	24.0		
Purina Pro Plan Adult Ocean Whitefish & Tuna Entree in Sauce Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/purina-pro-plan-adult-ocean-whitefish/dp/129807	31.44		Water Sufficient for Processing, Ocean Whitefish, Wheat Gluten, Meat By-Products, Liver, Chicken, Soy Flour, Corn Starch-Modified, Tuna, Artificial and Natural Flavors, Chicken By-Products, Salt, Tricalcium Phosphate, Potassium Chloride, Added Color, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	11.0	2.0	1.5	80.0	102299.0		adult	wet food		can	chunks in gravy	purina				3.55	904.0				141.0			5.5	24.0		
Fussie Cat Premium Tuna with Ocean Fish Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz, case of 24	https://www.chewy.com/fussie-cat-premium-tuna-ocean-fish/dp/35832	31.39	33.36	Tuna, Water Sufficient For Processing, Ocean Fish, Sunflower Seed Oil, Calcium Carbonate, Locust Bean Gum, Carrageenan, Guar Gum, Choline Chloride, Potassium Chloride, Potassium Carbonate, Taurine, Fructooligosaccharide, Zinc Sulfate, Vitamin E Supplement, Sodium Chloride, Ferrous Sulfate, Thiamine Mononitrate (Source of Vitamin B1), Nicotinic Acid (Source of Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Copper Sulfate, Riboflavin Supplement (Source of Vitamin B2), Pyridoxine Hydrochloride (Source of Vitamin B6), Folic Acid, Potassium Iodide, Vitamin K3 Supplement, Biotin, Vitamin B12 Supplement.	12.0	2.5	0.1	84.5	50672.0		adult	wet food	grain-free pea-free natural	can	aspic / gelee					1.685	612.0				49.0			2.82	24.0		
Purina Pro Plan Focus Sensitive Skin & Stomach Classic Arctic Char Grain-Free Entree Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-focus-sensitive-skin/dp/174774	23.28		Arctic Char, Ocean Whitefish, Liver, Meat By-Products, Water Sufficient For Processing, Inulin, Essential Nutrients And Other Ingredients: Minerals (Potassium Chloride, Tricalcium Phosphate, Salt, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide), Vitamins (Choline, Vitamin E, Vitamin B-1,  Vitamin B-3, Vitamin B-5, Vitamin A, Vitamin K, Vitamin B-6, Vitamin B-2, Vitamin B-12, Vitamin B-7, Folic Acid, Vitamin D-3), Guar Gum, Taurine. A466117	10.0	6.0	1.5	78.0	147942.0	5.3	adult	wet food	grain-free no corn no wheat no soy sensitive digestion pea-free	can	pate	purina				3.9499999999999997	1211.0				103.0			3.0	24.0		
Royal Canin Hairball Care Dry Cat Food, 6-lb bag	https://www.chewy.com/royal-canin-hairball-care-dry-cat/dp/37571	29.69		Chicken Meal, Corn, Brewers Rice, Rice Hulls, Corn Gluten Meal, Chicken Fat, Natural Flavors, Wheat, Wheat Gluten, Pea Fiber, Dried Plain Beet Pulp, Grain Distillers Dried Yeast, Vegetable Oil, Calcium Sulfate, Fish Oil, Psyllium Seed Husk, Potassium Chloride, Sodium Pyrophosphate, Fructooligosaccharides, Salt, Dl-Methionine, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Monocalcium Phosphate, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Taurine, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	32.0	13.0	8.4	8.0	52428.0	6.0	adult	dry food	indoor			royal canin size health nutrition				0.0	3526.0			338.0			6.0		1.0		
Friskies Tasty Treasures Chunks in Gravy Ocean Fish, Tuna & Scallop Wet Cat Food, 5.5-oz can, case of 24	https://www.chewy.com/friskies-tasty-treasures-chunks-in/dp/104221	13.99		Water, Meat By-products, Wheat Gluten, Poultry, Soy Flour, Corn Starch-modified, Ocean Fish, Tuna, Natural And Artificial Flavors, Sodium Caseinate, Tricalcium Phosphate, Vegetable Oil, Vegetable Starch-modified, Corn Starch, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Salt, Dried Whey, Sodium Phosphate, Taurine, Trisodium Phosphate, Choline Chloride, Scallop Flavor, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Red 3, Sorbic Acid (A Preservative), Added Color.	10.0	2.0	1.0	80.0	76346.0	9.4	adult	wet food		can	chunks in gravy	purina				3.05	910.0				142.0			5.5	24.0		
American Journey Minced Chicken Recipe in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/american-journey-minced-chicken/dp/160951	26.29		Chicken, Chicken Broth, Turkey Broth, Chicken Liver, Dried Egg White, Peas, Dried Egg Product, Natural Flavor, Guar Gum, Flaxseed, Sodium Phosphate, Salt, Sunflower Oil, Fish Oil (Preserved with Mixed Tocopherols), Taurine, Potassium Chloride, Cranberries, Blueberries, Calcium Carbonate, Choline Chloride, Inulin, DL-Methionine, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Rosemary Extract.	9.0	4.0	1.0	82.0	133941.0	4.5	adult	wet food	grain-free no corn no wheat no soy	can	minced					0.15	889.0		76.0		76.0			3.0	24.0		
Purina Beyond Grain-Free Trout & Catfish Pate Recipe Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/purina-beyond-grain-free-trout/dp/139381	13.68	14.28	Trout, Chicken, Liver, Fish Broth, Catfish, Egg Product, Potassium Chloride, Guar Gum, Taurine, Salt, Choline Chloride, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Copper Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	10.0	5.0	1.5	78.0	112042.0		adult	wet food	grain-free no corn no wheat no soy pea-free	can	pate	purina				3.0	1162.0				99.0			3.0	12.0		
Fancy Feast Chunky Chopped Grill Feast Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-chunky-chopped-grill/dp/103940	15.36	16.8	Chicken Broth, Chicken, Meat By-Products, Liver, Fish, Wheat Gluten, Artificial And Natural Flavors, Soy Flour, Soy Protein Concentrate, Added Color, Guar Gum, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Tricalcium Phosphate, Salt, Carrageenan, Locust Bean Gum, Taurine, Choline Chloride, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Sodium Nitrite (To Promote Color Retention). C-6651.	11.0	4.0	1.5	78.0	76063.0	5.3	adult	wet food		can	pate	purina				3.05	1108.0				94.0			3.0	24.0		
Meow Mix Simple Servings With Real Chicken Breast In Gravy Cat Food Trays, 1.3-oz, case of 24	https://www.chewy.com/meow-mix-simple-servings-real-chicken/dp/176556	9.57	12.25	Chicken Broth, Chicken Breast, Mackerel, Carrots, Vegetable Oil, Peas, Modified Food Starch, Tricalcium Phosphate, Salt, Natural Flavor, Guar Gum, Calcium Sulfate, Potassium Chloride, Choline Chloride, Minerals (Ferrous Sulfate, Zinc Oxide, Manganese Sulfate, Copper Amino Acid Complex, Potassium Iodide, Sodium Selenite), Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Parsley, Carrageenan, Magnesium Sulfate.	11.0	2.0	1.5	83.0	149738.0	2.932	adult	wet food		tray	chunks in gravy					3.05	835.0				30.0			1.3	24.0		
Royal Canin Aging 12+ Loaf In Sauce Canned Cat Food, 5.8-oz, case of 24	https://www.chewy.com/royal-canin-aging-12-loaf-in-sauce/dp/115743	47.3		Water Sufficient For Processing, Pork By-Products, Chicken Liver, Brewers Rice Flour, Wheat Gluten, Natural Flavors, Powdered Cellulose, Hydrolyzed Chicken Liver, Vegetable Oil, Egg Product, Fish Oil, Calcium Sulfate, Pork Plasma, Calcium Carbonate, Carrageenan, Guar Gum, Taurine, Potassium Chloride, Salt, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Citric Acid, Potassium Phosphate, L-Tryptophan, Glucosamine Hydrochloride, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Marigold Extract (Tagetes Erecta L.), Choline Chloride, Chondroitin Sulfate, Magnesium Oxide.	8.5	2.5	1.4	82.0	88003.0	8.7	senior	wet food		can	pate	royal canin size health nutrition				0.014	844.0				139.0			5.8	24.0		
9 Lives Indoor Complete with Chicken & Salmon Flavor Dry Cat Food, 20-lb bag	https://www.chewy.com/9-lives-indoor-complete-chicken/dp/204548	12.98	13.69	Whole Ground Corn, Chicken By-Product Meal, Corn Gluten Meal, Soybean Meal, Whole Wheat, Meat and Bone Meal, Animal Fat (Preserved with Mixed Tocopherols), Animal Digest, Soy Hulls, Salmon Meal, Dehydrated Alfalfa Meal, Salt, Phosphoric Acid, Titanium Dioxide (Color), Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Thiamine Mononitrate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Potassium Chloride, Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Taurine, Red 40, BHA (Used As A Preservative), Yellow 5, Yellow 6, Blue 1, Rosemary Extract.	30.0	9.0	4.0	12.0	177864.0	20.0	adult	dry food	indoor pea-free							5.918	3360.0			305.0			20.0		1.0		
Fancy Feast Gourmet Naturals Natural Wild Alaskan Salmon Recipe Grain-Free Pate Kitten Canned Cat Food, 3-oz can, case of 12	https://www.chewy.com/fancy-feast-gourmet-naturals-natural/dp/241376	10.2	11.4	Salmon, Chicken, Liver, Fish Broth, Fish, Milk, Natural Flavor, MINERALS [Potassium Chloride, Mono And Dicalcium Phosphate, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Guar Gum, Choline Chloride, Taurine, Salt, VITAMINS [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement.	11.0	5.0	1.5	78.0	214809.0	2.66	kitten	wet food	grain-free	can	pate					3.8499999999999996	1158.0				98.0			3.0	12.0		
Rachael Ray Nutrish Zero Grain Indoor Chicken & Potato Recipe Grain-Free Natural Dry Cat Food, 12-lb bag	https://www.chewy.com/rachael-ray-nutrish-zero-grain-indoor/dp/126234	21.11	33.99	Chicken, Chicken Meal, Dried Peas, Pea Flour, Turkey Meal, Whole Dried Potato, Chicken Fat (Preserved with Mixed Tocopherols), Dried Plain Beet Pulp, Pea Protein, Pumpkin, Fish Meal, Whole Flaxseed, Natural Flavor, Tapioca, Salt, Dried Egg Product, DL-Methionine, Choline Chloride, Taurine, Vitamin E Supplement, Zinc Sulfate, Calcium Carbonate, Ferrous Sulfate, Niacin, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Manganese Sulfate, Copper Sulfate, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Biotin, Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin B12 Supplement, Folic Acid, Potassium Iodide, Vitamin D3 Supplement.	32.0	12.0	5.0	9.0	98677.0	12.0	adult	dry food	grain-free gluten free indoor							1.55	3496.0			437.0			12.0		1.0		
Instinct Raw Boost Grain-Free Recipe with Real Chicken & Freeze-Dried Raw Coated Pieces Dry Cat Food, 10-lb bag	https://www.chewy.com/instinct-raw-boost-grain-free-recipe/dp/146308	39.99		Chicken, Chicken Meal, Turkey Meal, Menhaden Fish Meal, Peas, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Tapioca, Freeze Dried Chicken, Natural Flavor, Freeze Dried Chicken Liver, Dried Tomato Pomace, Pumpkinseeds, Freeze Dried Chicken Heart, Montmorillonite Clay, Carrots, Apples, Cranberries, Choline Chloride, Salt, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate, Niacin Supplement, Vitamin A Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Taurine, Dried Kelp, Salmon Oil, Blueberries, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.	41.0	22.0	3.5	9.0	119118.0	10.0	adult	dry food freeze-dried	grain-free no corn no wheat no soy raw natural high-protein gluten free			nature's variety				6.0219999999999985	4327.0			496.0			10.0		1.0		
Friskies Extra Gravy Pate with Turkey in Savory Gravy Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/friskies-extra-gravy-pate-turkey-in/dp/169468	13.92		Meat By-Products, Water Sufficient For Processing, Poultry By-Products, Chicken, Turkey, Fish, Artificial And Natural Flavors, Carrageenan, Calcium Sulfate, Added Color, Guar Gum, Potassium Chloride, Salt, Magnesium Sulfate, Mono And Dicalcium Phosphate, Taurine, Choline Chloride, Thiamine Mononitrate, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Copper Sulfate, Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. A627217.	8.0	5.0	1.0	82.0	142575.0	9.4	adult	wet food		can	pate	purina				3.55	1017.0				159.0			5.5	24.0		
Stella & Chewy's Tummy Ticklin' Turkey Dinner Morsels Freeze-Dried Raw Cat Food, 18-oz bag	https://www.chewy.com/stella-chewys-tummy-ticklin-turkey/dp/129992	39.99		Turkey With Ground Bone, Turkey Liver, Turkey Gizzard, Pumpkin Seed, Potassium Chloride, Sodium Phosphate, Choline Chloride, Dried Pediococcus Acidilactici Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Longum Fermentation Product, Dried Bacillus Coagulans Fermentation Product, Taurine, Tocopherols (Preservative), Dandelion, Dried Kelp, Zinc Proteinate, Iron Proteinate, Vitamin A Supplement, Vitamin E Supplement, Niacin Supplement, Copper Proteinate, Riboflavin Supplement, Sodium Selenite, D-Calcium Pantothenate, Biotin, Manganese Proteinate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid, Vitamin B12 Supplement.	40.0	37.0	5.0	5.0	102485.0		adult	freeze-dried	grain-free gluten free limited ingredient diet raw pea-free natural							0.2	4910.0		208.0					18.0	1.0		
Purina Pro Plan LiveClear Probiotic Chicken & Rice Formula Dry Cat Food, 3.5-lb bag	https://www.chewy.com/purina-pro-plan-liveclear-probiotic/dp/245355	21.58		Chicken, Rice, Corn Gluten Meal, Poultry By-Product Meal, Wheat Flour, Dried Egg Product, Beef Fat Preserved With Mixed-tocopherols, Soy Protein Concentrate, Liver Flavor, Chicory Root Inulin, Fish Meal, Potassium Chloride, Phosphoric Acid, Calcium Carbonate, Salt, Caramel Color, Vitamins [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Choline Chloride, Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], L-lysine Monohydrochloride, Dried Bacillus Coagulans Fermentation Product. A460119	36.0	16.0	2.0	12.0	218806.0	3.67	adult	dry food	high-protein							3.0499999999999994	4358.0			494.0			3.5		1.0		
Purina Pro Plan True Nature Classic Natural Chicken & Liver Entree Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-true-nature-classic/dp/114068	23.28		Chicken, Liver, Meat By-Products, Water Sufficient for Processing, Chicken Livers, Chicken Hearts, Natural Flavors, Guar Gum, Tricalcium Phosphate, Potassium Chloride, Taurine, Salt, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Copper Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	11.0	5.5	1.5	78.0	86291.0		adult	wet food	grain-free no corn no wheat no soy	can	pate	purina				3.55	1260.0				107.0			3.0	24.0		
Purina Pro Plan Focus Kitten Flaked Ocean Whitefish & Tuna Entree Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-focus-kitten-flaked/dp/52858	24.28		Water Sufficient for Processing, Ocean Whitefish, Fish, Liver, Wheat Gluten, Meat By-Products, Chicken, Tuna, Soy Flour, Soy Protein Concentrate, Artificial and Natural Flavors, Added Color, Calcium Phosphate, Potassium Chloride, Xanthan Gum, Taurine, Carrageenan, Choline Chloride, Salt, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	13.0	5.0	1.5	76.5	67926.0		kitten	wet food		can	chunks in gravy	purina				3.3499999999999996	1300.0				111.0			3.0	24.0		
Bundle: Royal Canin Mother & Babycat Ultra-Soft Mousse in Sauce Wet Cat Food + Hartz Kitten Milk Replacer Powdered Formula	https://www.chewy.com/hartz-kitten-milk-replacer-powdered/dp/282098	59.25							255637.0											0.0									1.0		
